"","Category_code","COG","Annotation","Category"
"2316","S","COG3079","Uncharacterized conserved protein YgfB, UPF0149 family","Function unknown"
"2317","S","COG4719","Uncharacterized protein","Function unknown"
"2318","S","COG3082","Uncharacterized conserved protein YejL, UPF0352 family","Function unknown"
"2319","S","COG3330","Uncharacterized conserved protein","Function unknown"
"2320","S","COG1656","Uncharacterized conserved protein, contains PIN domain","Function unknown"
"2321","S","COG5195","Uncharacterized conserved protein ","Function unknown"
"2322","S","COG3085","Uncharacterized conserved protein YifE, UPF0438 family","Function unknown"
"2323","S","COG3377","Uncharacterized protein YunC, DUF1805 family","Function unknown"
"2324","S","COG4899","Uncharacterized protein","Function unknown"
"2325","S","COG5202","Predicted membrane protein ","Function unknown"
"2326","S","COG2835","Uncharacterized conserved protein YbaR, Trm112 family","Function unknown"
"2327","S","COG4538","Uncharacterized protein","Function unknown"
"2328","S","COG2164","Uncharacterized protein","Function unknown"
"2329","S","COG2250","HEPN domain","Function unknown"
"2330","S","COG4347","Uncharacterized membrane protein YpjA","Function unknown"
"2331","S","COG4737","Uncharacterized protein","Function unknown"
"2332","S","COG3097","Uncharacterized protein YqfB, UPF0267 family","Function unknown"
"2333","S","COG5612","Uncharacterized membrane protein","Function unknown"
"2334","S","COG4267","Uncharacterized membrane protein","Function unknown"
"2335","S","COG4739","Uncharacterized protein, contains ferredoxin domain","Function unknown"
"2336","S","COG4269","Uncharacterized membrane protein YjgN, DUF898 family","Function unknown"
"2337","S","COG3586","Predicted transport protein","Function unknown"
"2338","S","COG4994","Uncharacterized protein","Function unknown"
"2339","S","COG4272","Uncharacterized membrane protein","Function unknown"
"2340","S","COG4273","Uncharacterized protein, contains metal-binding DGC domain","Function unknown"
"2341","S","COG3589","Uncharacterized protein","Function unknown"
"2342","S","COG1935","Uncharacterized protein","Function unknown"
"2343","S","COG4746","Uncharacterized protein","Function unknown"
"2344","S","COG4875","Uncharacterized protein","Function unknown"
"2345","S","COG3193","Uncharacterized conserved protein GlcG, DUF336 family","Function unknown"
"2346","S","COG3234","Uncharacterized conserved protein YfaT, DUF1175 family","Function unknown"
"2347","S","COG5505","Uncharacterized membrane protein","Function unknown"
"2348","S","COG4125","Uncharacterized membrane protein","Function unknown"
"2349","S","COG3403","Uncharacterized protein YcgG, contains conserved FPC and CPF motifs","Function unknown"
"2350","S","COG3238","Uncharacterized membrane protein YdcZ, DUF606 family","Function unknown"
"2351","S","COG5629","Predicted metal-binding protein ","Function unknown"
"2352","S","COG4884","Uncharacterized conserved protein YfeS, contains WGR domain","Function unknown"
"2353","S","COG5011","Uncharacterized conserved protein, DUF2344 family","Function unknown"
"2354","S","COG5633","Uncharacterized conserved protein YcfL","Function unknown"
"2355","S","COG3366","Uncharacterized protein","Function unknown"
"2356","S","COG4760","Uncharacterized membrane protein, YccA/Bax inhibitor family","Function unknown"
"2357","S","COG5636","Uncharacterized conserved protein, contains Zn-ribbon-like motif ","Function unknown"
"2358","S","COG4291","Uncharacterized membrane protein","Function unknown"
"2359","S","COG3122","Uncharacterized conserved protein YaiL, DUF2058 family","Function unknown"
"2360","S","COG4891","Uncharacterized protein","Function unknown"
"2361","S","COG4458","Uncharacterized protein","Function unknown"
"2362","S","COG4295","Uncharacterized protein","Function unknown"
"2363","S","COG3461","Uncharacterized protein","Function unknown"
"2364","S","COG5604","Uncharacterized conserved protein ","Function unknown"
"2365","S","COG3742","Uncharacterized protein, contains PIN domain","Function unknown"
"2366","S","COG4729","Uncharacterized protein","Function unknown"
"2367","S","COG4259","Uncharacterized protein","Function unknown"
"2368","S","COG5403","Uncharacterized protein","Function unknown"
"2369","S","COG3619","Uncharacterized membrane protein YoaK, UPF0700 family","Function unknown"
"2370","S","COG4648","Uncharacterized membrane protein","Function unknown"
"2371","S","COG4024","Uncharacterized protein","Function unknown"
"2372","S","COG4470","Uncharacterized protein YutD","Function unknown"
"2373","S","COG4904","Uncharacterized protein","Function unknown"
"2374","S","COG5652","VanZ like family protein (function unknown)","Function unknown"
"2375","S","COG5654","Uncharacterized conserved protein, contains RES domain","Function unknown"
"2376","S","COG3140","Uncharacterized conserved protein YoaH, UPF0181 family","Function unknown"
"2377","S","COG4475","Uncharacterized protein YwlG, UPF0340 family","Function unknown"
"2378","S","COG4309","Uncharacterized conserved protein, DUF2249 family","Function unknown"
"2379","S","COG1810","Uncharacterized protein","Function unknown"
"2380","S","COG4479","Uncharacterized protein YozE, UPF0346 family","Function unknown"
"2381","S","COG3395","Uncharacterized conserved protein YgbK, DUF1537 family","Function unknown"
"2382","S","COG4316","Uncharacterized protein","Function unknown"
"2383","S","COG3272","Uncharacterized conserved protein YbgA, DUF1722 family","Function unknown"
"2384","S","COG5135","Uncharacterized protein","Function unknown"
"2385","S","COG2098","Uncharacterized protein","Function unknown"
"2386","S","COG5418","Predicted secreted protein","Function unknown"
"2387","S","COG5138","Uncharacterized conserved protein ","Function unknown"
"2388","S","COG3151","Uncharacterized protein YqiB, DUF1249 family","Function unknown"
"2389","S","COG5381","Uncharacterized protein","Function unknown"
"2390","S","COG4921","Uncharacterized protein","Function unknown"
"2391","S","COG5548","Uncharacterized membrane protein, UPF0136 family","Function unknown"
"2392","S","COG2860","Uncharacterized membrane protein YeiH","Function unknown"
"2393","S","COG0392","Uncharacterized membrane protein YbhN, UPF0104 family","Function unknown"
"2394","S","COG2108","Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme","Function unknown"
"2395","S","COG4675","Microcystin-dependent protein  (function unknown)","Function unknown"
"2396","S","COG3286","Uncharacterized protein","Function unknown"
"2397","S","COG4330","Uncharacterized membrane protein","Function unknown"
"2398","S","COG4196","Uncharacterized conserved protein, DUF2126 family","Function unknown"
"2399","S","COG3650","Uncharacterized membrane protein","Function unknown"
"2400","S","COG1315","Uncharacterized conserved protein, DUF342 family","Function unknown"
"2401","S","COG3416","Uncharacterized protein","Function unknown"
"2402","S","COG3652","Predicted outer membrane protein","Function unknown"
"2403","S","COG2832","Uncharacterized membrane protein YbaN, DUF454 family","Function unknown"
"2404","S","COG4297","Uncharacterized protein YjlB","Function unknown"
"2405","S","COG4728","Uncharacterized protein","Function unknown"
"2406","S","COG4645","Uncharacterized protein","Function unknown"
"2407","S","COG4898","Uncharacterized protein","Function unknown"
"2408","S","COG4939","Major membrane immunogen, membrane-anchored lipoprotein","Function unknown"
"2409","S","COG4818","Uncharacterized membrane protein","Function unknown"
"2410","S","COG4345","Uncharacterized protein","Function unknown"
"2411","S","COG3662","Uncharacterized conserved protein, DUF2236 family","Function unknown"
"2412","S","COG2881","Uncharacterized protein","Function unknown"
"2413","S","COG4066","Uncharacterized protein, UPF0305 family","Function unknown"
"2414","S","COG4544","Uncharacterized conserved protein","Function unknown"
"2415","S","COG5298","Uncharacterized protein YdaL","Function unknown"
"2416","S","COG4354","Uncharacterized protein, contains GBA2_N and DUF608 domains","Function unknown"
"2417","S","COG4070","Uncharacterized protein, methanogenesis marker protein 3, UPF0288 family","Function unknown"
"2418","S","COG3182","Uncharacterized iron-regulated membrane protein","Function unknown"
"2419","S","COG1852","Uncharacterized protein","Function unknown"
"2420","S","COG1634","Uncharacterized Rossmann fold enzyme","Function unknown"
"2421","S","COG5306","Uncharacterized protein","Function unknown"
"2422","S","COG4955","Uncharacterized protein YpbB","Function unknown"
"2423","S","COG5458","Uncharacterized protein","Function unknown"
"2424","S","COG4834","Uncharacterized protein","Function unknown"
"2425","S","COG4835","Uncharacterized protein","Function unknown"
"2426","S","COG4709","Uncharacterized membrane protein","Function unknown"
"2427","S","COG3680","Uncharacterized protein","Function unknown"
"2428","S","COG5586","Uncharacterized protein","Function unknown"
"2429","S","COG4322","Uncharacterized protein","Function unknown"
"2430","S","COG1900","Uncharacterized conserved protein, DUF39 family","Function unknown"
"2431","S","COG3196","Uncharacterized protein CbrC, UPF0167 family","Function unknown"
"2432","S","COG4717","Uncharacterized protein YhaN","Function unknown"
"2433","S","COG4843","Uncharacterized protein YebE, UPF0316 family","Function unknown"
"2434","S","COG3686","Uncharacterized conserved protein, MAPEG superfamily","Function unknown"
"2435","S","COG5470","Uncharacterized conserved protein, DUF1330 family","Function unknown"
"2436","S","COG1906","Uncharacterized protein","Function unknown"
"2437","S","COG3689","Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family","Function unknown"
"2438","S","COG4847","Uncharacterized protein","Function unknown"
"2439","S","COG5472","Predicted small integral membrane protein","Function unknown"
"2440","S","COG1655","Uncharacterized protein, DUF2225 family","Function unknown"
"2441","S","COG3205","Uncharacterized membrane protein","Function unknown"
"2442","S","COG4852","Uncharacterized membrane protein","Function unknown"
"2443","S","COG2307","Uncharacterized conserved protein, Alpha-E superfamily","Function unknown"
"2444","S","COG2308","Uncharacterized conserved protein, circularly permuted ATPgrasp superfamily","Function unknown"
"2445","S","COG5523","Uncharacterized membrane protein","Function unknown"
"2446","S","COG3422","Uncharacterized conserved protein YegP, UPF0339 family","Function unknown"
"2447","S","COG4539","Uncharacterized membrane protein YGL010W","Function unknown"
"2448","S","COG3212","Uncharacterized membrane protein YkoI","Function unknown"
"2449","S","COG0730","Uncharacterized membrane protein YfcA","Function unknown"
"2450","S","COG3092","Uncharacterized membrane protein YfbV, UPF0208 family","Function unknown"
"2451","S","COG4864","Uncharacterized protein YqfA, UPF0365 family","Function unknown"
"2452","S","COG5351","Uncharacterized protein","Function unknown"
"2453","S","COG4735","Uncharacterized protein YaaW, UPF0174 family","Function unknown"
"2454","S","COG5352","Uncharacterized protein","Function unknown"
"2455","S","COG4405","Uncharacterized protein YhfF","Function unknown"
"2456","S","COG2768","Uncharacterized Fe-S center protein","Function unknown"
"2457","S","COG3222","Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family","Function unknown"
"2458","S","COG4867","Uncharacterized protein, contains von Willebrand factor type A (vWA) domain","Function unknown"
"2459","S","COG4270","Uncharacterized membrane protein","Function unknown"
"2460","S","COG5617","Uncharacterized membrane protein","Function unknown"
"2461","S","COG4872","Uncharacterized membrane protein","Function unknown"
"2462","S","COG4873","Uncharacterized protein YkvS","Function unknown"
"2463","S","COG4275","Uncharacterized protein","Function unknown"
"2464","S","COG4874","Uncharacterized protein","Function unknown"
"2465","S","COG5620","Uncharacterized protein","Function unknown"
"2466","S","COG4749","Uncharacterized protein","Function unknown"
"2467","S","COG4625","Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain","Function unknown"
"2468","S","COG3110","Uncharacterized conserved protein YccT, UPF0319 family","Function unknown"
"2469","S","COG4443","Uncharacterized protein","Function unknown"
"2470","S","COG5504","Uncharacterized protein YjaZ","Function unknown"
"2471","S","COG4755","Uncharacterized protein","Function unknown"
"2472","S","COG4446","Uncharacterized conserved protein, DUF1499 family","Function unknown"
"2473","S","COG3365","Uncharacterized protein","Function unknown"
"2474","S","COG4286","Uncharacterized protein, UPF0160 family","Function unknown"
"2475","S","COG4885","Uncharacterized protein","Function unknown"
"2476","S","COG4759","Uncharacterized protein","Function unknown"
"2477","S","COG5510","Predicted small secreted protein","Function unknown"
"2478","S","COG5230","Uncharacterized conserved protein ","Function unknown"
"2479","S","COG1950","Uncharacterized membrane protein YvlD, DUF360 family","Function unknown"
"2480","S","COG4890","Predicted outer membrane lipoprotein","Function unknown"
"2481","S","COG5637","Uncharacterized membrane protein","Function unknown"
"2482","S","COG0762","Uncharacterized conserved protein YggT, Ycf19 family","Function unknown"
"2483","S","COG4893","Uncharacterized protein","Function unknown"
"2484","S","COG4769","Uncharacterized membrane protein","Function unknown"
"2485","S","COG2311","Uncharacterized membrane protein YeiB","Function unknown"
"2486","S","COG4394","Uncharacterized protein","Function unknown"
"2487","S","COG5482","Uncharacterized protein","Function unknown"
"2488","S","COG5645","Uncharacterized conserved protein YceK","Function unknown"
"2489","S","COG5644","U3 small nucleolar RNA-associated protein 14","Function unknown"
"2490","S","COG4022","Uncharacterized protein","Function unknown"
"2491","S","COG4466","Uncharacterized protein Veg","Function unknown"
"2492","S","COG1284","Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains","Function unknown"
"2493","S","COG5649","Uncharacterized protein","Function unknown"
"2494","S","COG3257","Uncharacterized protein, possibly involved in glyoxylate utilization","Function unknown"
"2495","S","COG3012","Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains","Function unknown"
"2496","S","COG4472","Uncharacterized protein, UPF0297 family","Function unknown"
"2497","S","COG5125","Uncharacterized conserved protein ","Function unknown"
"2498","S","COG4907","Uncharacterized membrane protein","Function unknown"
"2499","S","COG5453","Uncharacterized protein","Function unknown"
"2500","S","COG4951","Uncharacterized protein","Function unknown"
"2501","S","COG5255","Uncharacterized protein","Function unknown"
"2502","S","COG4033","Uncharacterized protein","Function unknown"
"2503","S","COG4315","Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)","Function unknown"
"2504","S","COG4485","Uncharacterized membrane protein YfhO","Function unknown"
"2505","S","COG5419","Uncharacterized protein","Function unknown"
"2506","S","COG4483","Uncharacterized protein YqgQ","Function unknown"
"2507","S","COG4372","Uncharacterized conserved protein, contains DUF3084 domain","Function unknown"
"2508","S","COG4493","Uncharacterized protein YktB, UPF0637 family","Function unknown"
"2509","S","COG2855","Uncharacterized membrane protein YadS","Function unknown"
"2510","S","COG4496","Uncharacterized protein YerC","Function unknown"
"2511","S","COG3402","Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain","Function unknown"
"2512","S","COG3641","Uncharacterized membrane protein (does not regulate perfringolysin O expression)","Function unknown"
"2513","S","COG4323","Uncharacterized protein","Function unknown"
"2514","S","COG5267","Uncharacterized conserved protein, DUF1800 family","Function unknown"
"2515","S","COG2862","Uncharacterized membrane protein YqhA","Function unknown"
"2516","S","COG4327","Uncharacterized membrane protein","Function unknown"
"2517","S","COG4329","Uncharacterized membrane protein","Function unknown"
"2518","S","COG4194","Uncharacterized membrane protein","Function unknown"
"2519","S","COG4519","Uncharacterized protein","Function unknown"
"2520","S","COG0398","Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain","Function unknown"
"2521","S","COG3651","Uncharacterized conserved protein, DUF2237 family","Function unknown"
"2522","S","COG5436","Uncharacterized membrane protein","Function unknown"
"2523","S","COG5437","Predicted secreted protein","Function unknown"
"2524","S","COG4530","Uncharacterized protein","Function unknown"
"2525","S","COG4895","Uncharacterized protein YwbE","Function unknown"
"2526","S","COG4896","Uncharacterized protein YlaI","Function unknown"
"2527","S","COG5400","Uncharacterized protein","Function unknown"
"2528","S","COG2121","Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily","Function unknown"
"2529","S","COG4688","Uncharacterized protein","Function unknown"
"2530","S","COG2245","Uncharacterized membrane protein","Function unknown"
"2531","S","COG3174","Uncharacterized membrane protein, DUF4010 family","Function unknown"
"2532","S","COG1844","Uncharacterized protein","Function unknown"
"2533","S","COG2879","Uncharacterized short protein YbdD, DUF466 family","Function unknown"
"2534","S","COG4541","Uncharacterized membrane protein","Function unknown"
"2535","S","COG5570","Uncharacterized protein","Function unknown"
"2536","S","COG3304","Uncharacterized membrane protein YccF, DUF307 family","Function unknown"
"2537","S","COG3305","Uncharacterized membrane protein, DUF2068 family","Function unknown"
"2538","S","COG3431","Uncharacterized membrane protein, DUF373 family","Function unknown"
"2539","S","COG2928","Uncharacterized membrane protein","Function unknown"
"2540","S","COG3584","3D (Asp-Asp-Asp) domain","Function unknown"
"2541","S","COG3309","Virulence-associated protein VapD (function unknown)","Function unknown"
"2542","S","COG4073","Uncharacterized protein","Function unknown"
"2543","S","COG4703","Uncharacterized protein YkuJ","Function unknown"
"2544","S","COG2258","Uncharacterized conserved protein YiiM, contains MOSC domain","Function unknown"
"2545","S","COG3314","Uncharacterized membrane protein YjiH, contains nucleoside recognition GATE domain","Function unknown"
"2546","S","COG4079","Uncharacterized protein","Function unknown"
"2547","S","COG5500","Uncharacterized membrane protein","Function unknown"
"2548","S","COG1641","Uncharacterized conserved protein, DUF111 family","Function unknown"
"2549","S","COG4838","Uncharacterized protein YlaN, UPF0358 family","Function unknown"
"2550","S","COG5587","Uncharacterized conserved protein, DUF2461 family","Function unknown"
"2551","S","COG2899","Uncharacterized protein","Function unknown"
"2552","S","COG5466","Predicted small metal-binding protein","Function unknown"
"2553","S","COG3198","Uncharacterized protein","Function unknown"
"2554","S","COG5468","Predicted secreted (periplasmic) protein","Function unknown"
"2555","S","COG4089","Uncharacterized membrane protein","Function unknown"
"2556","S","COG4716","Myosin-crossreactive antigen  (function unknown)","Function unknown"
"2557","S","COG5591","Uncharacterized protein","Function unknown"
"2558","S","COG3326","Uncharacterized membrane protein YsdA, DUF1294 family","Function unknown"
"2559","S","COG5473","Uncharacterized membrane protein","Function unknown"
"2560","S","COG4762","Uncharacterized protein, UPF0548 family","Function unknown"
"2561","S","COG5475","Uncharacterized conserved protein YodC, DUF2158 family","Function unknown"
"2562","S","COG4095","Uncharacterized conserved protein, contains PQ loop repeat","Function unknown"
"2563","S","COG2155","Uncharacterized membrane protein YuzA, DUF378 family","Function unknown"
"2564","S","COG2035","Uncharacterized membrane protein","Function unknown"
"2565","S","COG2034","Uncharacterized membrane protein","Function unknown"
"2566","S","COG3463","Uncharacterized membrane protein","Function unknown"
"2567","S","COG3421","Uncharacterized protein","Function unknown"
"2568","S","COG4856","Uncharacterized protein, YbbR domain","Function unknown"
"2569","S","COG5483","Uncharacterized conserved protein, DUF488 family","Function unknown"
"2570","S","COG5341","Uncharacterized protein","Function unknown"
"2571","S","COG3339","Uncharacterized membrane protein YkvA, DUF1232 family","Function unknown"
"2572","S","COG2043","Uncharacterized conserved protein, DUF169 family","Function unknown"
"2573","S","COG4402","Uncharacterized protein","Function unknown"
"2574","S","COG1542","Uncharacterized protein","Function unknown"
"2575","S","COG4990","Uncharacterized protein YvpB","Function unknown"
"2576","S","COG5490","Uncharacterized protein","Function unknown"
"2577","S","COG4991","Uncharacterized conserved protein YraI","Function unknown"
"2578","S","COG2929","Uncharacterized conserved protein, DUF497 family","Function unknown"
"2579","S","COG1808","Uncharacterized membrane protein","Function unknown"
"2580","S","COG3059","Uncharacterized membrane protein YkgB","Function unknown"
"2581","S","COG5615","Uncharacterized membrane protein","Function unknown"
"2582","S","COG4995","Uncharacterized conserved protein, contains CHAT domain","Function unknown"
"2583","S","COG4116","Uncharacterized protein YjbK","Function unknown"
"2584","S","COG5619","Uncharacterized protein","Function unknown"
"2585","S","COG2979","Uncharacterized membrane protein YebE, DUF533 family","Function unknown"
"2586","S","COG5134","Uncharacterized conserved protein ","Function unknown"
"2587","S","COG4035","Uncharacterized membrane protein","Function unknown"
"2588","S","COG4878","Uncharacterized protein","Function unknown"
"2589","S","COG4430","Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family","Function unknown"
"2590","S","COG3595","Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains","Function unknown"
"2591","S","COG5626","Uncharacterized protein","Function unknown"
"2592","S","COG3112","Uncharacterized protein YacL, UPF0231 family","Function unknown"
"2593","S","COG5508","Uncharacterized protein","Function unknown"
"2594","S","COG1561","Uncharacterized conserved protein YicC, UPF0701 family","Function unknown"
"2595","S","COG5385","Uncharacterized protein","Function unknown"
"2596","S","COG4129","Uncharacterized membrane protein YgaE, UPF0421/DUF939 family","Function unknown"
"2597","S","COG5509","Uncharacterized small protein, DUF1192 family","Function unknown"
"2598","S","COG3602","Uncharacterized protein","Function unknown"
"2599","S","COG3159","Uncharacterized conserved protein YigA, DUF484 family","Function unknown"
"2600","S","COG4807","Uncharacterized conserved protein YehS, DUF1456 family","Function unknown"
"2601","S","COG5515","Uncharacterized protein","Function unknown"
"2602","S","COG5393","Uncharacterized membrane protein YqjE","Function unknown"
"2603","S","COG5638","Uncharacterized protein","Function unknown"
"2604","S","COG5237","Predicted membrane protein ","Function unknown"
"2605","S","COG4460","Uncharacterized protein","Function unknown"
"2606","S","COG3002","Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family","Function unknown"
"2607","S","COG5481","Uncharacterized protein","Function unknown"
"2608","S","COG5522","Uncharacterized membrane protein YwaF","Function unknown"
"2609","S","COG5564","Predicted TIM-barrel enzyme","Function unknown"
"2610","S","COG5402","Uncharacterized protein","Function unknown"
"2611","S","COG5646","Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family","Function unknown"
"2612","S","COG4732","Predicted membrane protein","Function unknown"
"2613","S","COG4065","Uncharacterized protein","Function unknown"
"2614","S","COG4902","Uncharacterized protein","Function unknown"
"2615","S","COG5568","Uncharacterized protein","Function unknown"
"2616","S","COG4944","Uncharacterized protein","Function unknown"
"2617","S","COG3014","Uncharacterized protein","Function unknown"
"2618","S","COG4223","Uncharacterized conserved protein","Function unknown"
"2619","S","COG4069","Uncharacterized protein","Function unknown"
"2620","S","COG3099","Uncharacterized conserved protein YciU, UPF0263 family","Function unknown"
"2621","S","COG4700","Uncharacterized protein","Function unknown"
"2622","S","COG4828","Uncharacterized membrane protein","Function unknown"
"2623","S","COG5658","Uncharacterized membrane protein","Function unknown"
"2624","S","COG4913","Uncharacterized protein YPO0396","Function unknown"
"2625","S","COG5417","Uncharacterized ubiquitin-like protein YukD","Function unknown"
"2626","S","COG4954","Uncharacterized protein","Function unknown"
"2627","S","COG4367","Uncharacterized protein","Function unknown"
"2628","S","COG3068","Uncharacterized protein YjaG, DUF416 family","Function unknown"
"2629","S","COG5584","Predicted small secreted protein","Function unknown"
"2630","S","COG2898","Lysylphosphatidylglycerol synthetase, C-terminal domain, DUF2156 family","Function unknown"
"2631","S","COG4320","Uncharacterized conserved protein, DUF2252 family","Function unknown"
"2632","S","COG1302","Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family","Function unknown"
"2633","S","COG5546","Uncharacterized membrane protein","Function unknown"
"2634","S","COG5426","Uncharacterized membrane protein","Function unknown"
"2635","S","COG4044","Uncharacterized protein","Function unknown"
"2636","S","COG4803","Uncharacterized membrane protein","Function unknown"
"2637","S","COG5429","Uncharacterized protein","Function unknown"
"2638","S","COG5552","Uncharacterized protein","Function unknown"
"2639","S","COG2149","Uncharacterized membrane protein YidH, DUF202 family","Function unknown"
"2640","S","COG4246","Uncharacterized protein","Function unknown"
"2641","S","COG4929","Uncharacterized membrane-anchored protein","Function unknown"
"2642","S","COG4053","Uncharacterized protein","Function unknown"
"2643","S","COG4681","Uncharacterized conserved protein YaeQ, suppresses RfaH defect","Function unknown"
"2644","S","COG4200","Uncharacterized protein","Function unknown"
"2645","S","COG4683","Uncharacterized protein","Function unknown"
"2646","S","COG3169","Uncharacterized conserved protein, DUF486 family","Function unknown"
"2647","S","COG5642","Uncharacterized conserved protein, DUF2384 family","Function unknown"
"2648","S","COG5563","Uncharacterized membrane protein","Function unknown"
"2649","S","COG5197","Predicted membrane protein ","Function unknown"
"2650","S","COG3171","Uncharacterized conserved protein YggL, DUF469 family","Function unknown"
"2651","S","COG5441","Uncharacterized protein, UPF0261 family","Function unknown"
"2652","S","COG4897","General stress protein CsbA (function unknown)","Function unknown"
"2653","S","COG5607","CHAD domain (function unknown)","Function unknown"
"2654","S","COG4861","Uncharacterized protein","Function unknown"
"2655","S","COG3094","Uncharacterized membrane protein SirB2","Function unknown"
"2656","S","COG5488","Uncharacterized membrane protein","Function unknown"
"2657","S","COG3428","Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain","Function unknown"
"2658","S","COG5353","Uncharacterized protein YpmB","Function unknown"
"2659","S","COG3583","Uncharacterized conserved protein YabE, contains G5 and tandem DUF348 domains","Function unknown"
"2660","S","COG4652","Uncharacterized protein","Function unknown"
"2661","S","COG4866","Uncharacterized protein","Function unknown"
"2662","S","COG5452","Uncharacterized protein","Function unknown"
"2663","S","COG3671","Uncharacterized membrane protein","Function unknown"
"2664","S","COG3184","Uncharacterized protein","Function unknown"
"2665","S","COG2014","Uncharacterized conserved protein, contains DUF4213 and DUF364 domains","Function unknown"
"2666","S","COG3105","Uncharacterized membrane-anchored protein YhcB, DUF1043 family","Function unknown"
"2667","S","COG5416","Uncharacterized integral membrane protein","Function unknown"
"2668","S","COG5374","Uncharacterized conserved protein ","Function unknown"
"2669","S","COG4876","Uncharacterized protein YdaT","Function unknown"
"2670","S","COG2983","Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family","Function unknown"
"2671","S","COG5317","Uncharacterized protein","Function unknown"
"2672","S","COG3071","Uncharacterized conserved protein HemY, contains two TPR repeats","Function unknown"
"2673","S","COG4241","Uncharacterized conserved protein YybS, DUF2232 family","Function unknown"
"2674","S","COG5588","Uncharacterized protein","Function unknown"
"2675","S","COG4714","Uncharacterized membrane-anchored protein","Function unknown"
"2676","S","COG0011","Uncharacterized conserved protein YqgV, UPF0045/DUF77 family","Function unknown"
"2677","S","COG4844","Uncharacterized protein YuzB, UPF0349 family","Function unknown"
"2678","S","COG3323","Uncharacterized protein","Function unknown"
"2679","S","COG3644","Uncharacterized protein","Function unknown"
"2680","S","COG5427","Uncharacterized membrane protein","Function unknown"
"2681","S","COG4805","Uncharacterized conserved protein, DUF885 familyt","Function unknown"
"2682","S","COG3081","Nucleoid-associated protein YejK (function unknown)","Function unknown"
"2683","S","COG3204","Uncharacterized protein YjiK","Function unknown"
"2684","S","COG3692","Uncharacterized protein YifN, PemK superfamily","Function unknown"
"2685","S","COG5338","Uncharacterized protein","Function unknown"
"2686","S","COG5339","Uncharacterized conserved protein YdgA, DUF945 family","Function unknown"
"2687","S","COG4854","Uncharacterized membrane protein","Function unknown"
"2688","S","COG3462","Uncharacterized membrane protein","Function unknown"
"2689","S","COG3739","Uncharacterized membrane protein YoaT, DUF817 family","Function unknown"
"2690","S","COG3698","Uncharacterized protein YigE, DUF2233 family","Function unknown"
"2691","S","COG3615","Uncharacterized protein/domain, possibly involved in tellurite resistance","Function unknown"
"2692","S","COG4338","Uncharacterized protein","Function unknown"
"2693","S","COG4859","Uncharacterized protein","Function unknown"
"2694","S","COG5291","Predicted membrane protein ","Function unknown"
"2695","S","COG2922","Uncharacterized conserved protein Smg, DUF494 family","Function unknown"
"2696","S","COG5445","Uncharacterized conserved protein YfaQ, DUF2300 domain","Function unknown"
"2697","S","COG5447","Uncharacterized protein","Function unknown"
"2698","S","COG5530","Uncharacterized membrane protein","Function unknown"
"2699","S","COG4825","Uncharacterized membrane-anchored protein","Function unknown"
"2700","S","COG5448","Uncharacterized protein","Function unknown"
"2701","S","COG5451","Predicted secreted protein","Function unknown"
"2702","S","COG5572","Uncharacterized membrane protein","Function unknown"
"2703","S","COG3100","Uncharacterized conserved protein YcgL, UPF0745 family","Function unknown"
"2704","S","COG5216","Uncharacterized conserved protein ","Function unknown"
"2705","S","COG5369","Uncharacterized conserved protein ","Function unknown"
"2706","S","COG4313","Uncharacterized conserved protein","Function unknown"
"2707","S","COG4075","Uncharacterized protein, distantly related to nitrogen regulatory protein PII","Function unknown"
"2708","S","COG5133","Uncharacterized conserved protein ","Function unknown"
"2709","S","COG5460","Uncharacterized conserved protein, DUF2164 family","Function unknown"
"2710","S","COG3162","Uncharacterized membrane protein, DUF485 family","Function unknown"
"2711","S","COG4877","Uncharacterized protein","Function unknown"
"2712","S","COG4879","Uncharacterized protein","Function unknown"
"2713","S","COG4752","Uncharacterized protein","Function unknown"
"2714","S","COG4754","Uncharacterized protein","Function unknown"
"2715","S","COG3597","Uncharacterized conserved protein, DUF697 family","Function unknown"
"2716","S","COG4883","Uncharacterized protein","Function unknown"
"2717","S","COG4758","Predicted membrane protein","Function unknown"
"2718","S","COG4046","Uncharacterized protein","Function unknown"
"2719","S","COG4244","Uncharacterized membrane protein","Function unknown"
